"county","tract","ua","cntyname","uaname","LandSQMI","afact"
"06037","2127.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.181,1
"06037","2127.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.34,1
"06037","2128.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.302,1
"06037","2129.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.144,1
"06037","2131.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.207,1
"06037","2132.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.129,1
"06037","2132.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.13,1
"06037","2133.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.12,1
"06037","2133.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.12,1
"06037","2134.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.076,1
"06037","2134.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.151,1
"06037","2140.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.391,1
"06037","2141.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.428,1
"06037","2144.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.133,1
"06037","2145.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.29,1
"06037","2145.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.1,1
"06037","2145.03","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.09,1
"06037","2146.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.224,1
"06037","2147.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.229,1
"06037","2148.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.223,1
"06037","2149.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.121,1
"06037","2149.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.196,1
"06037","2151.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.136,1
"06037","2151.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.099,1
"06037","2161.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.261,1
"06037","2162.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.372,1
"06037","2163.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.491,1
"06037","2164.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.158,1
"06037","2164.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.089,1
"06037","2167.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.3,1
"06037","2168.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.286,1
"06037","2169.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.423,1
"06037","2170.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.212,1
"06037","2170.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.298,1
"06037","2171.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.347,1
"06037","2172.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.355,1
"06037","2181.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.231,1
"06037","2181.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.172,1
"06037","2182.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.15,1
"06037","2182.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.26,1
"06037","2183.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.344,1
"06037","2184.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.254,1
"06037","2185.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.202,1
"06037","2186.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.166,1
"06037","2187.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.212,1
"06037","2187.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.139,1
"06037","2188.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.159,1
"06037","2189.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.272,1
"06037","2190.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.17,1
"06037","2190.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.281,1
"06037","2193.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.252,1
"06037","2195.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.215,1
"06037","2197.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.422,1
"06037","2198.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.172,1
"06037","2199.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.203,1
"06037","2199.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.308,1
"06037","2200.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.375,1
"06037","2201.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.378,1
"06037","2211.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.09,1
"06037","2211.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.123,1
"06037","2212.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.139,1
"06037","2212.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.255,1
"06037","2213.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.178,1
"06037","2213.03","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.09,1
"06037","2213.04","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.088,1
"06037","2214.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.209,1
"06037","2214.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.206,1
"06037","2215.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.147,1
"06037","2216.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.143,1
"06037","2216.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.202,1
"06037","2217.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.127,1
"06037","2218.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.118,1
"06037","2218.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.079,1
"06037","2219.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.158,1
"06037","2220.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.183,1
"06037","2220.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.253,1
"06037","2221.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.185,1
"06037","2222.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.186,1
"06037","2225.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.252,1
"06037","2226.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.252,1
"06037","2227.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.316,1
"06037","2240.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.321,1
"06037","2240.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.476,1
"06037","2242.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.142,1
"06037","2243.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.07,1
"06037","2243.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.112,1
"06037","2244.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.175,1
"06037","2244.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.138,1
"06037","2246.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.278,1
"06037","2247.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.245,1
"06037","2260.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.4,1
"06037","2260.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.991,1
"06037","2264.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.109,1
"06037","2264.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.165,1
"06037","2267.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.302,1
"06037","2270.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.224,1
"06037","2270.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.17,1
"06037","2281.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.387,1
"06037","2282.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.159,1
"06037","2282.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.141,1
"06037","2283.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.211,1
"06037","2283.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.13,1
"06037","2284.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.107,1
"06037","2284.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.107,1
"06037","2285.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.173,1
"06037","2286.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.203,1
"06037","2287.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.156,1
"06037","2287.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.156,1
"06037","2288.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.326,1
"06037","2289.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.199,1
"06037","2291.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.183,1
"06037","2292.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.172,1
"06037","2293.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.194,1
"06037","2294.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.209,1
"06037","2294.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.226,1
"06037","2311.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.345,1
"06037","2312.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.124,1
"06037","2312.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.373,1
"06037","2313.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.254,1
"06037","2314.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.24,1
"06037","2315.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.355,1
"06037","2316.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.369,1
"06037","2317.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.125,1
"06037","2317.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.182,1
"06037","2318.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.201,1
"06037","2319.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.22,1
"06037","2321.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.147,1
"06037","2321.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.201,1
"06037","2322.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.202,1
"06037","2323.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.243,1
"06037","2324.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.43,1
"06037","2325.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.296,1
"06037","2326.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.307,1
"06037","2327.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.282,1
"06037","2328.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.165,1
"06037","2340.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.479,1
"06037","2342.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.341,1
"06037","2343.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.336,1
"06037","2345.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.29,1
"06037","2345.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.21,1
"06037","2346.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.503,1
"06037","2347.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.287,1
"06037","2348.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.253,1
"06037","2349.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.126,1
"06037","2349.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.173,1
"06037","2351.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.456,1
"06037","2352.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.252,1
"06037","2352.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.329,1
"06037","2360.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",1.526,1
"06037","2361.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.437,1
"06037","2362.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.171,1
"06037","2362.03","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.131,1
"06037","2362.04","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.089,1
"06037","2364.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.518,1
"06037","2371.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.243,1
"06037","2371.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.178,1
"06037","2372.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.175,1
"06037","2372.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.428,1
"06037","2373.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.385,1
"06037","2374.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.199,1
"06037","2374.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.201,1
"06037","2375.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.13,1
"06037","2376.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.194,1
"06037","2377.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.167,1
"06037","2377.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.126,1
"06037","2378.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.376,1
"06037","2379.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.378,1
"06037","2380.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.642,1
"06037","2381.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.38,1
"06037","2382.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.396,1
"06037","2383.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.153,1
"06037","2383.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.181,1
"06037","2384.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.503,1
"06037","2392.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.174,1
"06037","2392.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.493,1
"06037","2393.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.207,1
"06037","2393.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.134,1
"06037","2393.30","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.378,1
"06037","2395.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.183,1
"06037","2395.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.197,1
"06037","2396.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.163,1
"06037","2396.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.138,1
"06037","2397.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.158,1
"06037","2397.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.188,1
"06037","2398.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.143,1
"06037","2398.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.235,1
"06037","2400.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.227,1
"06037","2400.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.278,1
"06037","2402.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.288,1
"06037","2403.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.314,1
"06037","2404.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.268,1
"06037","2404.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.232,1
"06037","2405.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.314,1
"06037","2406.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.261,1
"06037","2407.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.461,1
"06037","2408.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.243,1
"06037","2409.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.408,1
"06037","2410.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.349,1
"06037","2410.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.273,1
"06037","2411.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.188,1
"06037","2411.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.256,1
"06037","2412.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.188,1
"06037","2412.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.449,1
"06037","2413.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.202,1
"06037","2414.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.222,1
"06037","2420.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.25,1
"06037","2421.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.106,1
"06037","2422.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.314,1
"06037","2423.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.243,1
"06037","2426.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.184,1
"06037","2427.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.392,1
"06037","2430.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.277,1
"06037","2431.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.234,1
"06037","2611.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",2.524,1
"06037","2611.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",3.066,1
"06037","2612.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",2.806,1
"06037","2621.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",3.376,1
"06037","2622.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",3.306,1
"06037","2623.01"," ","Los Angeles CA"," ",2.657,0.527
"06037","2623.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",2.386,0.473
"06037","2623.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",1.181,1
"06037","2623.03","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",1.009,1
"06037","2624.00"," ","Los Angeles CA"," ",3.161,0.726
"06037","2624.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",1.19,0.274
"06037","2625.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.631,1
"06037","2626.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",1.426,1
"06037","2626.04","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",2.19,1
"06037","2627.04","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.752,1
"06037","2627.06","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.89,1
"06037","2628.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",1.285,1
"06037","2640.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.721,1
"06037","2641.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.153,1
"06037","2641.03","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.089,1
"06037","2643.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.162,1
"06037","2643.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.653,1
"06037","2651.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.912,1
"06037","2652.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.169,1
"06037","2652.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.222,1
"06037","2653.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.616,1
"06037","2653.03","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.057,1
"06037","2653.04","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.051,1
"06037","2653.05","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.12,1
"06037","2654.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.217,1
"06037","2654.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.282,1
"06037","2655.10","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.148,1
"06037","2655.20","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.296,1
"06037","2656.01","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.241,1
"06037","2656.02","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.13,1
"06037","2657.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.476,1
"06037","2671.00","51445","Los Angeles CA","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",0.426,1
